latitude,longitude,freeboard,segment_length,Thickness (m)
-71.5385592,-40.02508816,0.09,8.439563,0.39
-71.53859602,-40.02510316,0.03,9.147412,0.18
-71.53872495,-40.02515492,0.02,7.741847,0.14
-71.53876645,-40.02517155,0,9.150811,0.07
-71.53880268,-40.02518608,0,8.448438,0.07
-71.53884796,-40.02520423,0.01,9.859758,0.1
-71.5388957,-40.02522337,0.01,9.154447,0.1
-71.53892348,-40.02523452,0.01,7.7542095,0.1
-71.53894973,-40.02524505,0.01,7.0452642,0.1
-71.53898217,-40.02525808,0.01,7.0467424,0.1
-71.53901579,-40.0252716,0.01,7.046317,0.1
-71.53904732,-40.02528428,0.07,8.458906,0.32
-71.53909635,-40.02530403,0.01,7.7547426,0.1
-71.53911761,-40.02531261,0.01,7.051393,0.1
-71.53915419,-40.02532738,0.01,8.463031,0.1
-71.53919771,-40.02534499,0.02,8.463663,0.14
-71.53922998,-40.02535806,0.08,7.760227,0.36
-71.53925488,-40.02536817,0.01,6.3524675,0.1
-71.53928588,-40.02538077,0.01,6.350975,0.1
-71.53931122,-40.02539109,0.02,6.354024,0.14
-71.53933649,-40.0254014,0.02,6.3586655,0.14
-71.5393633,-40.02541235,0.02,7.059458,0.14
-71.5393996,-40.0254272,0.02,7.768121,0.14
-71.53942898,-40.02543924,0.02,7.062683,0.14
-71.53945561,-40.02545018,0.02,6.3576403,0.14
-71.53947788,-40.02545934,0.01,5.6528683,0.1
-71.53950249,-40.02546948,0.01,5.6539845,0.1
-71.53952736,-40.02547974,0.06,5.6548057,0.28
-71.53955581,-40.02549151,0.06,6.360674,0.28
-71.5395803,-40.02550165,0.02,6.3634334,0.14
-71.53960775,-40.02551305,0.01,7.0701094,0.1
-71.53964119,-40.02552696,0.07,7.7796297,0.32
-71.53968284,-40.02554433,0.13,11.319088,0.54
-71.53974988,-40.02557224,0.29,12.737429,1.12
-71.53980183,-40.0255938,0.36,12.738129,1.37
-71.53986578,-40.0256209,0.56,14.171951,2.1
-71.53993007,-40.02564883,0.62,14.170204,2.31
-71.53999213,-40.02567587,0.58,13.466574,2.17
-71.54004276,-40.02569797,0.54,13.467575,2.02
-71.54010938,-40.02572706,0.51,14.88672,1.91
-71.54017437,-40.02575546,0.45,14.89735,1.7
-71.54022946,-40.02577953,0.36,12.761336,1.37
-71.54028245,-40.02580267,0.3,12.761626,1.15
-71.54034389,-40.02582947,0.29,13.474695,1.12
-71.5403995,-40.02585369,0.34,13.474523,1.3
-71.54044967,-40.02587548,0.4,12.766605,1.52
-71.54051097,-40.02590203,0.4,13.474226,1.52
-71.5405731,-40.02592883,0.33,14.188022,1.26
-71.5406342,-40.02595505,0.28,14.883654,1.08
-71.54069736,-40.02598203,0.26,14.184098,1.01
-71.54075756,-40.02600761,0.27,13.461753,1.04
-71.54081336,-40.02603118,0.29,13.4577675,1.12
-71.54086786,-40.02605408,0.3,13.459683,1.15
-71.54093085,-40.02608037,0.35,14.1613655,1.33
-71.54098934,-40.02610467,0.37,13.462973,1.41
-71.54104497,-40.02612798,0.39,13.4542465,1.48
-71.54110489,-40.02615256,0.43,14.15165,1.62
-71.54116848,-40.02617775,0.45,13.431908,1.7
-71.54122483,-40.02619984,0.4,13.43022,1.52
-71.5412766,-40.02622002,0.31,12.71707,1.19
-71.54133692,-40.02624343,0.22,12.714058,0.86
-71.54138308,-40.02626125,0.12,10.5933075,0.5
-71.54141856,-40.02627491,0.06,9.1809845,0.28
-71.54145672,-40.02628958,0.04,9.180504,0.21
-71.54148769,-40.02630146,0.02,7.7679405,0.14
-71.54171572,-40.02638859,0.2,9.1810665,0.79
-71.54176815,-40.02640859,0.39,12.703023,1.48
-71.54183598,-40.02643448,0.44,14.818586,1.66
-71.54190377,-40.02646041,0.43,15.5245,1.62
-71.54197406,-40.02648736,0.45,15.522919,1.7
-71.54203921,-40.02651243,0.55,14.112767,2.06
-71.54210891,-40.02653938,0.69,15.521015,2.57
-71.5421766,-40.02656567,0.73,14.816006,2.71
-71.5422202,-40.02658267,0.72,11.995111,2.67
-71.54227407,-40.02660358,0.75,12.705864,2.78
-71.54232901,-40.02662502,0.75,12.705481,2.78
-71.54239095,-40.02664973,0.59,14.115418,2.2
-71.54245811,-40.02667702,0.46,13.407619,1.73
-71.54250752,-40.02669721,0.43,12.707146,1.62
-71.54255903,-40.02671837,0.43,12.002277,1.62
-71.54261221,-40.0267403,0.46,12.713547,1.73
-71.54266915,-40.02676387,0.46,12.717766,1.73
-71.54272514,-40.02678715,0.45,12.720759,1.7
-71.54279119,-40.02681475,0.47,14.837389,1.77
-71.54286054,-40.02684382,0.4,14.84693,1.52
-71.54290697,-40.02686334,0.37,12.022021,1.41
-71.54295287,-40.02688268,0.38,11.314718,1.44
-71.54300498,-40.0269047,0.49,13.438863,1.84
-71.54307482,-40.02693428,0.47,14.155209,1.77
-71.54313067,-40.02695796,0.35,12.745813,1.33
-71.54318649,-40.02698168,0.29,12.746936,1.12
-71.54323831,-40.02700372,0.32,12.746022,1.23
-71.54329998,-40.02702996,0.29,13.460055,1.12
-71.54336315,-40.02705686,0.21,14.876514,0.83
-71.5434305,-40.02708552,0.15,15.5877,0.61
-71.54349599,-40.02711341,0.1,14.861391,0.43
-71.54355708,-40.02713953,0.1,14.176682,0.43
-71.54362118,-40.0271668,0.13,14.894969,0.54
-71.54369119,-40.02719625,0.15,17.04519,0.61
-71.54377172,-40.02723005,0.14,16.340008,0.57
-71.54382967,-40.02725434,0.13,14.918125,0.54
-71.54389336,-40.02728101,0.14,15.622179,0.57
-71.54396896,-40.02731262,0.13,16.329039,0.54
-71.5440348,-40.02734011,0.15,15.615984,0.61
-71.54410755,-40.02737042,0.18,16.31971,0.72
-71.54417921,-40.02740024,0.16,16.31398,0.65
-71.54424254,-40.02742657,0.15,14.891676,0.61
-71.54429844,-40.02744978,0.13,14.175941,0.54
-71.54436118,-40.02747579,0.1,12.752583,0.43
-71.54440381,-40.02749345,0.07,10.623093,0.32
-71.54444898,-40.02751215,0.07,11.32807,0.32
-71.54449842,-40.0275326,0.06,10.620152,0.28
-71.54454415,-40.02755152,0.08,12.025061,0.36
-71.54460027,-40.02757473,0.14,12.729057,0.57
-71.54465699,-40.02759814,0.17,12.721075,0.68
-71.54471797,-40.02762329,0.17,13.418812,0.68
-71.54477574,-40.02764709,0.17,14.142218,0.68
-71.54484304,-40.0276748,0.2,14.823801,0.79
-71.54490371,-40.0276998,0.16,14.065016,0.65
-71.54496269,-40.02772413,0.11,11.956273,0.46
-71.5449947,-40.02773732,0.08,9.840853,0.36
-71.54504402,-40.02775765,0.09,11.240637,0.39
-71.5451017,-40.02778141,0.1,12.642439,0.43
-71.54515913,-40.02780506,0.12,12.6407385,0.5
-71.54521531,-40.02782819,0.12,13.342438,0.5
-71.54527139,-40.02785126,0.11,12.636883,0.46
-71.54532884,-40.02787488,0.13,14.043994,0.54
-71.54540344,-40.02790555,0.16,16.149788,0.65
-71.54547783,-40.02793612,0.17,16.151886,0.68
-71.54553759,-40.02796066,0.14,14.7513275,0.57
-71.54559773,-40.02798535,0.15,14.7529545,0.61
-71.54566005,-40.02801092,0.15,14.057855,0.61
-71.54571393,-40.02803301,0.14,12.660797,0.57
-71.5457707,-40.02805628,0.17,12.6593075,0.68
-71.5458319,-40.02808136,0.2,14.075606,0.79
-71.54589611,-40.02810766,0.23,14.0877285,0.9
-71.54595867,-40.02813326,0.24,14.090252,0.94
-71.5460241,-40.02815999,0.36,14.781374,1.37
-71.54609183,-40.02818763,0.33,15.516672,1.26
-71.54615502,-40.02821347,0.27,14.866698,1.04
-71.54621737,-40.02823902,0.2,14.15919,0.79
-71.5462731,-40.02826185,0.19,12.7522545,0.75
-71.54632828,-40.02828442,0.15,12.047216,0.61
-71.54636998,-40.02830146,0.08,9.930423,0.36
-71.54640681,-40.02831651,0.07,9.221032,0.32
-71.54644202,-40.02833089,0.09,8.512312,0.39
-71.54647983,-40.02834631,0.08,8.513166,0.36
-71.54651731,-40.02836158,0.05,8.515234,0.25
-71.54655676,-40.02837766,0.07,9.233655,0.32
-71.54659568,-40.0283935,0.09,9.229649,0.39
-71.54663551,-40.02840971,0.17,10.651063,0.68
-71.54669008,-40.02843189,0.23,12.075829,0.9
-71.54674339,-40.02845352,0.26,13.495552,1.01
-71.54680467,-40.02847836,0.26,12.784958,1.01
-71.54685617,-40.0284992,0.18,11.367345,0.72
-71.54689566,-40.02851516,0.05,9.238635,0.25
-71.54692689,-40.02852777,0.02,7.8139825,0.14
-71.5469567,-40.02853981,0.02,7.814279,0.14
-71.54698905,-40.02855286,0.06,9.942773,0.28
-71.54706177,-40.02858217,0.12,16.334433,0.5
-71.54714378,-40.02861517,0.13,17.750454,0.54
-71.54722191,-40.02864657,0.12,17.744806,0.5
-71.54729432,-40.02867576,0.14,16.332813,0.57
-71.54735946,-40.02870196,0.15,17.022789,0.61
-71.54744458,-40.02873583,0.14,17.699917,0.57
-71.54751341,-40.02876307,0.15,16.28668,0.61
-71.5475829,-40.02879057,0.16,16.98052,0.65
-71.54766428,-40.02882281,0.16,17.682564,0.65
-71.54773338,-40.02885023,0.16,16.969404,0.65
-71.54781154,-40.02888132,0.17,18.380032,0.68
-71.54789952,-40.02891642,0.17,17.675434,0.68
-71.54796516,-40.0289427,0.18,16.255152,0.72
-71.54802805,-40.02896795,0.17,15.544922,0.68
-71.54809858,-40.02899639,0.16,16.259388,0.65
-71.54817156,-40.02902594,0.14,16.252666,0.57
-71.54823631,-40.02905226,0.13,15.543538,0.54
-71.54830977,-40.02908225,0.16,15.548305,0.65
-71.5483689,-40.0291065,0.16,14.837991,0.65
-71.54844317,-40.0291371,0.15,16.250648,0.61
-71.54851136,-40.0291653,0.15,15.547064,0.61
-71.54857257,-40.02919046,0.15,14.84031,0.61
-71.54863875,-40.02921801,0.18,16.260113,0.72
-71.54871046,-40.02924856,0.19,16.972807,0.75
-71.5487891,-40.02928231,0.17,16.27153,0.68
-71.54885441,-40.02931041,0.16,16.271488,0.65
-71.54892423,-40.02934051,0.2,16.282217,0.79
-71.54899394,-40.02937057,0.24,16.279238,0.94
-71.54906352,-40.02940057,0.3,16.284897,1.15
-71.54912822,-40.02942846,0.32,15.581102,1.23
-71.54919607,-40.02945769,0.34,14.877142,1.3
-71.54925279,-40.02948207,0.4,15.581595,1.52
-71.54934144,-40.02952004,0.36,18.417791,1.37
-71.54942191,-40.02955438,0.31,17.711794,1.19
-71.54948635,-40.02958178,0.3,15.592403,1.15
-71.54955272,-40.02960987,0.25,14.172952,0.97
-71.54960769,-40.02963304,0.21,13.465114,0.83
-71.54967524,-40.02966139,0.21,15.590603,0.83
-71.54974993,-40.02969257,0.22,16.300982,0.86
-71.54982388,-40.02972355,0.19,17.714705,0.75
-71.54990161,-40.02975561,0.19,18.430979,0.75
-71.54998031,-40.02978722,0.24,17.02601,0.94
-71.55005077,-40.02981516,0.3,17.024622,1.15
-71.55013498,-40.02984841,0.29,17.734484,1.12
-71.55020534,-40.02987609,0.3,16.306322,1.15
-71.55027174,-40.02990217,0.33,17.010841,1.26
-71.55036184,-40.02993752,0.38,19.128933,1.44
-71.55043425,-40.0299659,0.42,16.996105,1.59
-71.55050358,-40.02999309,0.38,16.28093,1.44
-71.55057903,-40.03002273,0.26,16.980532,1.01
-71.55064745,-40.03004968,0.21,16.278677,0.83
-71.55072212,-40.03007919,0.19,16.970585,0.75
-71.55079384,-40.03010764,0.19,17.660326,0.75
-71.55087876,-40.03014152,0.19,19.070116,0.75
-71.55095979,-40.03017402,0.18,18.344778,0.72
-71.55103846,-40.03020564,0.16,16.947369,0.65
-71.55110723,-40.03023321,0.12,15.51541,0.5
-71.55116714,-40.03025762,0.13,14.069741,0.54
-71.55122575,-40.03028234,0.08,11.951984,0.36
-71.55126558,-40.03029919,0.05,9.840358,0.25
-71.55129638,-40.03031225,0.03,7.7310123,0.18
-71.55132512,-40.03032447,0,7.038486,0.07
-71.55135129,-40.03033561,0.02,6.3286004,0.14
-71.55137599,-40.03034613,0.02,6.325426,0.14
-71.55140174,-40.03035711,0.01,6.3242717,0.1
-71.55142606,-40.03036751,0.03,7.026927,0.18
-71.55146924,-40.03038598,0.07,9.835279,0.32
-71.55152017,-40.03040778,0.06,9.83695,0.28
-71.55155615,-40.0304232,0.04,8.43307,0.21
-71.55158861,-40.03043711,0.03,7.7289963,0.18
-71.55161696,-40.03044927,0.03,7.0258875,0.18
-71.55164976,-40.03046333,0.05,8.43432,0.25
-71.55174222,-40.03050298,0.14,10.547294,0.57
-71.55179576,-40.0305259,0.16,14.060801,0.65
-71.55188266,-40.03056302,0.16,18.291697,0.65
-71.55196873,-40.03059968,0.17,18.299915,0.68
-71.55204304,-40.0306312,0.19,17.606985,0.75
-71.55212146,-40.03066432,0.19,17.61985,0.75
-71.55219207,-40.03069399,0.2,16.220852,0.79
-71.55225611,-40.03072077,0.21,16.234156,0.83
-71.55232971,-40.03075164,0.22,17.646854,0.86
-71.5524101,-40.03078491,0.23,16.967325,0.9
-71.55247766,-40.03081214,0.26,17.0062,1.01
-71.55256609,-40.0308474,0.29,18.438162,1.12
-71.55264866,-40.03088014,0.35,19.16351,1.33
-71.55272805,-40.03091145,0.39,19.174313,1.48
-71.55281466,-40.03094549,0.4,19.895445,1.52
-71.55289808,-40.03097817,0.4,19.199524,1.52
-71.55297288,-40.03100745,0.39,16.358252,1.48
-71.55303456,-40.03103156,0.4,15.651073,1.52
-71.55311403,-40.03106261,0.4,18.50012,1.52
-71.55320552,-40.0310984,0.37,19.214556,1.41
-71.55328133,-40.03112811,0.37,17.791756,1.41
-71.55335396,-40.03115664,0.34,17.080868,1.3
-71.5534258,-40.03118498,0.31,17.08095,1.19
-71.55349867,-40.03121384,0.33,16.368011,1.26
-71.55357708,-40.03124491,0.4,17.791449,1.52
-71.55365158,-40.03127461,0.4,17.778519,1.52
-71.55373362,-40.03130778,0.29,19.184313,1.12
-71.55381654,-40.0313417,0.21,19.174797,0.83
-71.55389939,-40.03137576,0.18,19.163288,0.72
-71.55397696,-40.03140784,0.14,18.446741,0.57
-71.55405883,-40.03144187,0.12,17.726097,0.5
-71.55413743,-40.03147468,0.13,18.424656,0.54
-71.55421876,-40.03150878,0.15,19.831911,0.61
-71.55432211,-40.03155232,0.14,21.233995,0.57
-71.55439976,-40.03158514,0.14,17.687319,0.57
-71.55446901,-40.03161449,0.14,16.256958,0.57
-71.55453385,-40.03164203,0.16,16.251286,0.65
-71.55460771,-40.03167344,0.16,17.657223,0.65
-71.55468575,-40.03170668,0.16,17.64539,0.65
-71.55475348,-40.03173557,0.18,16.928673,0.72
-71.55483157,-40.03176889,0.18,16.92313,0.72
-71.55490768,-40.03180136,0.19,17.615332,0.75
-71.55498163,-40.03183288,0.21,17.600946,0.83
-71.55506332,-40.03186765,0.21,17.594585,0.83
-71.55513831,-40.03189952,0.24,18.998436,0.94
-71.55522677,-40.03193706,0.26,19.696266,1.01
-71.55531438,-40.03197416,0.28,21.089504,1.08
-71.55541602,-40.03201707,0.39,19.678558,1.48
-71.55547966,-40.03204387,0.48,16.866695,1.81
-71.55556481,-40.03207961,0.46,19.667992,1.73
-71.55565545,-40.03211749,0.37,18.962904,1.41
-71.55572306,-40.03214569,0.46,16.15698,1.73
-71.55579315,-40.03217482,0.59,16.15728,2.2
-71.55585668,-40.03220112,0.47,16.150927,1.77
-71.55592904,-40.03223097,0.24,16.864317,0.94
-71.55599932,-40.03225988,0.24,15.455117,0.94
-71.55606934,-40.03228862,0.27,15.44774,1.04
-71.55614436,-40.03231932,0.35,18.97379,1.33
-71.55624634,-40.03236077,0.33,20.393604,1.26
-71.55631829,-40.03238986,0.31,16.880219,1.19
-71.55638163,-40.03241541,0.37,16.88354,1.41
-71.55646607,-40.03244939,0.37,17.591099,1.41
-71.55653878,-40.03247857,0.36,16.891676,1.37
-71.55661623,-40.03250961,0.35,18.301962,1.33
-71.55670421,-40.03254481,0.39,19.011463,1.48
-71.55678561,-40.03257734,0.41,19.016397,1.55
-71.55686067,-40.03260732,0.42,17.615128,1.59
-71.55693553,-40.03263721,0.43,16.909546,1.62
-71.55699807,-40.03266218,0.4,15.508588,1.52
-71.55707254,-40.03269195,0.32,16.91876,1.23
-71.55715691,-40.0327257,0.25,18.33501,0.97
-71.55724018,-40.03275906,0.31,17.635952,1.19
-71.55730787,-40.03278623,0.36,16.251713,1.37
-71.5573756,-40.03281343,0.33,16.241102,1.26
-71.55743902,-40.03283897,0.3,15.527392,1.15
-71.55750915,-40.03286729,0.32,16.922401,1.23
-71.5575956,-40.03290231,0.4,18.340479,1.52
-71.55767163,-40.03293319,0.45,16.943249,1.7
-71.55774492,-40.03296305,0.38,16.242893,1.44
-71.55781331,-40.032991,0.31,16.960365,1.19
-71.55788896,-40.03302202,0.36,15.561425,1.37
-71.55795093,-40.03304751,0.35,15.570007,1.33
-71.55802525,-40.03307819,0.34,16.29256,1.3
-71.5580986,-40.03310857,0.32,18.4302,1.23
-71.5581889,-40.03314613,0.32,17.745745,1.23
-71.55825603,-40.03317414,0.34,17.751543,1.3
-71.55835538,-40.03321576,0.28,21.321209,1.08
-71.55844476,-40.03325336,0.25,20.630136,0.97
-71.55852874,-40.03328883,0.32,18.510057,1.23
-71.55859631,-40.03331741,0.36,16.360037,1.37
-71.55866199,-40.03334526,0.34,16.394924,1.3
-71.55873417,-40.03337601,0.31,17.172916,1.19
-71.55881263,-40.03340957,0.29,16.465275,1.12
-71.55887577,-40.03343662,0.29,16.470423,1.12
-71.55895752,-40.0334717,0.31,17.182327,1.19
-71.55903031,-40.03350297,0.29,17.178108,1.12
-71.55911742,-40.03354043,0.25,20.038612,0.97
-71.55921409,-40.03358203,0.24,20.024035,0.94
-71.55928601,-40.03361298,0.2,17.149052,0.79
-71.55935762,-40.03364378,0.21,17.139269,0.83
-71.55943862,-40.0336786,0.21,17.118069,0.83
-71.55950279,-40.03370615,0.18,14.251637,0.72
-71.55955455,-40.03372836,0.15,12.101882,0.61
-71.55960268,-40.03374899,0.13,11.381094,0.54
-71.55964554,-40.03376734,0.13,10.662321,0.54
-71.55969276,-40.03378752,0.09,10.654338,0.39
-71.55973145,-40.03380405,0.05,9.225928,0.25
-71.55976308,-40.03381754,0.01,7.8034687,0.1
-71.55979007,-40.03382904,0.03,7.0898933,0.18
-71.56000841,-40.03392167,0.01,8.443295,0.1
-71.56004704,-40.03393798,0.05,9.839944,0.25
-71.56011149,-40.03396509,0.11,14.743332,0.46
-71.5601928,-40.03399918,0.11,18.234587,0.46
-71.56027968,-40.03403547,0.14,18.212816,0.57
-71.56035491,-40.03406676,0.14,17.497896,0.57
-71.56043411,-40.03409956,0.1,18.188482,0.43
-71.56050703,-40.03412964,0.09,16.081165,0.39
-71.56057249,-40.03415655,0.1,16.077974,0.43
-71.56064153,-40.03418483,0.14,16.77378,0.57
-71.56071912,-40.03421649,0.17,17.476679,0.68
-71.56079408,-40.03424695,0.17,17.47635,0.68
-71.56087221,-40.03427859,0.15,17.483402,0.61
-71.56093633,-40.03430445,0.1,16.092247,0.43
-71.5610059,-40.03433245,0.07,14.6991,0.32
-71.56105386,-40.03435169,0.04,11.911035,0.21
-71.56109477,-40.03436808,0.01,10.510714,0.1
-71.56114292,-40.0343874,0.02,11.200795,0.14
-71.56118816,-40.03440549,0.03,11.922941,0.18
-71.56125736,-40.03443297,0.06,16.179758,0.28
-71.56133674,-40.03446444,0.09,18.30532,0.39
-71.56142658,-40.03449999,0.11,19.736212,0.46
-71.56151745,-40.0345359,0.11,18.3455,0.46
-71.56158599,-40.03456296,0.08,16.242634,0.36
-71.56164409,-40.0345859,0.05,14.145127,0.25
-71.56170239,-40.03460892,0.05,13.434782,0.25
-71.56175562,-40.03462997,0.07,12.032891,0.32
-71.56179633,-40.03464606,0.06,11.33103,0.28
-71.56185138,-40.03466785,0.11,12.045524,0.46
-71.56190285,-40.03468824,0.16,12.047433,0.65
-71.56195719,-40.03470979,0.08,12.055519,0.36
-71.56200167,-40.03472744,0.06,10.637999,0.28
-71.56203575,-40.03474098,0.03,9.223196,0.18
-71.56207294,-40.03475577,0.06,9.224153,0.28
-71.56211304,-40.03477174,0.05,9.2337885,0.25
-71.56214215,-40.03478334,0.04,7.8126483,0.21
-71.56220314,-40.03480771,0,7.102455,0.07
-71.56223477,-40.03482036,0.02,7.8134737,0.14
-71.56226785,-40.03483361,0.04,7.816723,0.21
-71.56230492,-40.03484849,0.08,9.236279,0.36
-71.56234824,-40.0348659,0.13,9.948291,0.54
-71.56239316,-40.03488396,0.14,9.947132,0.57
-71.56243572,-40.03490111,0.11,9.950424,0.46
-71.56247729,-40.03491794,0.08,8.530295,0.36
-71.5625106,-40.03493145,0.04,7.8212237,0.21
-71.56256596,-40.03495395,0.01,6.3988223,0.1
-71.56259088,-40.0349641,0.01,6.3972845,0.1
-71.56261589,-40.0349743,0.02,6.397728,0.14
-71.56264262,-40.03498522,0.01,7.820438,0.1
-71.56268394,-40.03500212,0.01,8.531288,0.1
-71.56274548,-40.03502736,0.01,7.816786,0.1
-71.5627869,-40.03504439,0.07,9.951246,0.32
-71.56284283,-40.03506744,0.15,12.794558,0.61
-71.56291599,-40.03509765,0.18,15.628342,0.72
-71.56298752,-40.03512729,0.21,16.338223,0.83
-71.56305901,-40.03515702,0.31,16.334528,1.19
-71.56313385,-40.0351882,0.48,17.74042,1.81
-71.56321128,-40.03522053,0.39,17.73162,1.48
-71.56328075,-40.03524961,0.39,17.01968,1.48
-71.56335375,-40.03528023,0.42,16.299982,1.59
-71.5634224,-40.03530909,0.44,16.288797,1.66
-71.56349289,-40.03533876,0.45,16.282753,1.7
-71.56356131,-40.0353676,0.4,16.273148,1.52
-71.56363093,-40.03539694,0.31,16.278042,1.19
-71.56369949,-40.03542587,0.25,16.259474,0.97
-71.56376495,-40.03545358,0.27,16.230122,1.04
-71.5638403,-40.0354855,0.28,17.633644,1.08
-71.56391975,-40.03551916,0.25,16.922606,0.97
-71.56399226,-40.03554988,0.3,16.919437,1.15
-71.5640704,-40.03558294,0.31,18.319977,1.19
-71.56415604,-40.03561911,0.28,18.314676,1.08
-71.56423509,-40.03565245,0.26,19.015514,1.01
-71.56431899,-40.03568774,0.22,18.310448,0.86
-71.56439164,-40.03571822,0.21,16.905964,0.83
-71.56447208,-40.0357519,0.21,17.606447,0.83
-71.56453853,-40.03577964,0.2,15.497372,0.79
-71.56459774,-40.03580428,0.16,14.092668,0.65
-71.56466694,-40.03583299,0.13,14.795938,0.54
-71.56471975,-40.03585484,0.08,11.274183,0.36
-71.56475578,-40.03586973,0.04,9.162304,0.21
-71.56484915,-40.03590817,0.01,8.460425,0.1
-71.56488617,-40.03592339,0.02,9.871075,0.14
-71.56495361,-40.03595104,0.08,14.822511,0.36
-71.56502969,-40.03598199,0.12,16.945602,0.5
-71.56511097,-40.03601487,0.1,17.659933,0.43
-71.56518176,-40.03604341,0.09,16.962181,0.39
-71.56526041,-40.03607503,0.1,17.677628,0.43
-71.56533319,-40.0361042,0.1,15.56213,0.43
-71.56538627,-40.03612543,0.09,12.73798,0.39
-71.56543263,-40.03614394,0.07,10.6164665,0.32
-71.56547107,-40.03615927,0.04,9.204121,0.21
-71.56549838,-40.03617015,0.04,7.085236,0.21
-71.56552726,-40.03618165,0.01,7.083186,0.1
-71.56571302,-40.03625545,0,6.3805885,0.07
-71.56573942,-40.03626592,0,7.0895844,0.07
-71.56580118,-40.0362904,0,6.3836164,0.07
-71.56582627,-40.03630034,0,6.3833303,0.07
-71.56585179,-40.03631046,0.01,7.0948296,0.1
-71.56588642,-40.03632417,0,7.0962715,0.07
-71.56591611,-40.03633594,0.01,7.0949154,0.1
-71.56595414,-40.036351,0.05,9.225078,0.25
-71.56600775,-40.03637225,0.08,13.490456,0.36
-71.56608308,-40.0364021,0.1,15.618562,0.43
-71.56614442,-40.0364264,0.1,14.203891,0.43
-71.56621134,-40.03645294,0.09,14.2004595,0.39
-71.56626582,-40.03647461,0.07,12.084871,0.32
-71.56631027,-40.03649231,0.05,12.084016,0.25
-71.56637046,-40.03651632,0.07,14.928216,0.32
-71.56644674,-40.03654679,0.11,16.348993,0.46
-71.56651326,-40.03657341,0.12,14.926097,0.5
-71.56656689,-40.0365949,0.12,14.923349,0.5
-71.56664408,-40.0366259,0.21,17.055481,0.83
-71.56671809,-40.03665567,0.27,16.337313,1.04
-71.56678458,-40.03668247,0.28,15.619229,1.08
-71.5668571,-40.03671177,0.26,15.613646,1.01
-71.56692073,-40.03673753,0.27,16.322607,1.04
-71.56700398,-40.0367713,0.27,17.018618,1.04
-71.56706673,-40.03679684,0.24,15.591865,0.94
-71.56713293,-40.03682383,0.21,15.584318,0.83
-71.56720724,-40.03685419,0.18,15.577134,0.72
-71.56727119,-40.03688039,0.2,14.155574,0.79
-71.56733218,-40.03690543,0.21,14.85699,0.83
-71.56739766,-40.03693239,0.21,13.460268,0.83
-71.56744057,-40.0369501,0.2,12.735505,0.79
-71.5675093,-40.03697848,0.24,14.805248,0.94
-71.56757128,-40.03700408,0.28,14.795192,1.08
-71.56763582,-40.03703081,0.32,14.791174,1.23
-71.56770054,-40.03705767,0.31,14.792075,1.19
-71.56776206,-40.03708325,0.27,14.788878,1.04
-71.56782364,-40.03710892,0.3,14.78563,1.15
-71.56788849,-40.037136,0.48,15.489895,1.81
-71.56795581,-40.03716417,0.61,14.08659,2.28
-71.56801216,-40.03718777,0.5,14.084123,1.88
-71.56807801,-40.0372154,0.4,14.089774,1.52
-71.56813669,-40.03724007,0.46,13.390278,1.73
-71.56819286,-40.03726372,0.55,12.690223,2.06
-71.56824885,-40.03728732,0.43,13.397079,1.62
-71.56830655,-40.03731165,0.26,14.107673,1.01
-71.568368,-40.03733758,0.21,14.116188,0.83
-71.56843684,-40.03736669,0.23,14.82542,0.9
-71.56850124,-40.03739396,0.27,14.835273,1.04
-71.56856199,-40.03741969,0.31,15.552721,1.19
-71.56863291,-40.03744972,0.34,16.242311,1.3
-71.56870588,-40.03748059,0.33,16.270977,1.26
-71.56877536,-40.0375101,0.31,15.637718,1.19
-71.56883963,-40.03753751,0.3,15.636759,1.15
-71.56891091,-40.03756789,0.27,15.6456175,1.04
-71.56897955,-40.03759712,0.27,14.935913,1.04
-71.56903423,-40.0376204,0.28,13.523093,1.08
-71.56909176,-40.03764485,0.29,14.235756,1.12
-71.56916697,-40.03767677,0.42,16.364109,1.59
-71.56923602,-40.03770602,0.51,14.940258,1.91
-71.56928801,-40.037728,0.54,13.513571,2.02
-71.56934659,-40.0377527,0.52,14.93418,1.95
-71.56941741,-40.03778248,0.43,14.930123,1.62
-71.56946807,-40.03780374,0.42,13.505468,1.59
-71.56952672,-40.0378283,0.54,13.498757,2.02
-71.56958316,-40.03785186,0.59,14.203607,2.2
-71.56965292,-40.03788088,0.55,14.196097,2.06
-71.56971177,-40.03790528,0.46,14.18482,1.73
-71.56978038,-40.03793362,0.34,14.884943,1.3
-71.56984009,-40.03795822,0.28,14.166539,1.08
-71.56990093,-40.03798326,0.3,13.480301,1.15
-71.56995615,-40.03800602,0.32,13.456925,1.23
-71.57001412,-40.03802973,0.31,14.092493,1.19
-71.57007817,-40.03805552,0.37,14.08429,1.41
-71.57014234,-40.03808129,0.44,14.07481,1.66
-71.57020061,-40.03810463,0.47,14.069974,1.77
-71.57026671,-40.03813106,0.45,14.06287,1.7
-71.57032459,-40.03815415,0.38,13.35392,1.44
-71.57038371,-40.03817771,0.41,14.74894,1.55
-71.57044565,-40.03820237,0.47,14.046584,1.77
-71.57050963,-40.03822782,0.44,14.747586,1.66
-71.57057717,-40.03825468,0.32,15.445348,1.23
-71.57064165,-40.03828034,0.3,13.336713,1.15
-71.57069343,-40.03830095,0.31,14.0397005,1.19
